                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    316,                0.40639,                0.45049,                0.87401,                0.99654,                      1,                  0.995,                0.97603,                0.25987,                0.23437,                0.79382,              0.0022038,              0.0022038,              0.0022038
                    317,                0.42912,                 0.4392,                0.88005,                0.99665,                      1,                  0.995,                0.97412,                0.26947,                0.22951,                0.79454,               0.002179,               0.002179,               0.002179
                    318,                0.49998,                0.56021,                0.89136,                0.99716,                      1,                  0.995,                0.97235,                0.26752,                0.22573,                0.79297,              0.0021543,              0.0021543,              0.0021543
                    319,                0.46615,                0.44853,                0.89491,                0.99734,                      1,                  0.995,                0.97212,                0.25679,                0.22379,                0.79062,              0.0021295,              0.0021295,              0.0021295
                    320,                0.40506,                0.44724,                0.89867,                 0.9974,                      1,                  0.995,                0.97974,                0.24335,                0.22685,                0.78884,              0.0021048,              0.0021048,              0.0021048
                    321,                0.40517,                0.43073,                0.87179,                0.99733,                      1,                  0.995,                0.97971,                0.24083,                 0.2208,                0.78845,                0.00208,                0.00208,                0.00208
                    322,                0.38764,                0.44108,                0.89308,                0.99728,                      1,                  0.995,                0.97584,                0.24561,                0.22545,                0.79003,              0.0020553,              0.0020553,              0.0020553
                    323,                0.39186,                0.43222,                0.87087,                0.99713,                      1,                  0.995,                0.97928,                0.24922,                0.21984,                0.79152,              0.0020305,              0.0020305,              0.0020305
                    324,                0.39843,                 0.4413,                0.88979,                0.99669,                      1,                  0.995,                0.98018,                0.24861,                0.21695,                0.79195,              0.0020058,              0.0020058,              0.0020058
                    325,                0.45995,                0.47663,                0.89607,                0.99632,                      1,                  0.995,                0.97822,                0.24809,                0.21244,                0.79244,               0.001981,               0.001981,               0.001981
                    326,                0.39704,                0.44997,                0.87994,                0.99647,                      1,                  0.995,                0.98028,                0.24946,                0.21911,                0.79151,              0.0019563,              0.0019563,              0.0019563
                    327,                0.42245,                0.45836,                0.89364,                0.99723,                      1,                  0.995,                0.98165,                0.24134,                0.22002,                0.78951,              0.0019315,              0.0019315,              0.0019315
                    328,                0.43165,                0.45349,                 0.9056,                 0.9971,                      1,                  0.995,                0.98031,                0.24416,                0.22281,                0.78938,              0.0019068,              0.0019068,              0.0019068
                    329,                0.41063,                0.44142,                0.87501,                0.99697,                      1,                  0.995,                0.98221,                0.24131,                0.21731,                0.78932,               0.001882,               0.001882,               0.001882
                    330,                0.38692,                0.40067,                0.85448,                0.99728,                      1,                  0.995,                0.98237,                0.23642,                0.21949,                0.78869,              0.0018572,              0.0018572,              0.0018572
                    331,                0.39079,                0.47324,                0.87363,                0.99734,                      1,                  0.995,                0.98339,                0.23707,                0.21686,                  0.788,              0.0018325,              0.0018325,              0.0018325
                    332,                0.39329,                0.43439,                0.89842,                0.99723,                      1,                  0.995,                0.98194,                0.23086,                0.21973,                 0.7874,              0.0018077,              0.0018077,              0.0018077
                    333,                0.42853,                0.46715,                0.89929,                0.99635,                      1,                  0.995,                0.98059,                0.24467,                0.22445,                0.78946,               0.001783,               0.001783,               0.001783
                    334,                0.43562,                0.47392,                0.89485,                0.99566,                0.99915,                  0.995,                0.98123,                0.23765,                0.22189,                 0.7885,              0.0017582,              0.0017582,              0.0017582
                    335,                0.41743,                0.44019,                0.88777,                0.99635,                0.99644,                  0.995,                0.97889,                 0.2255,                0.21766,                0.78734,              0.0017335,              0.0017335,              0.0017335
                    336,                0.40229,                0.51551,                 0.8834,                0.99665,                0.99641,                  0.995,                 0.9793,                0.22644,                0.21443,                0.78706,              0.0017087,              0.0017087,              0.0017087
                    337,                0.44204,                0.49232,                0.89152,                0.99681,                0.99609,                  0.995,                0.97772,                0.24707,                0.22393,                0.78937,               0.001684,               0.001684,               0.001684
                    338,                0.39149,                 0.4361,                0.87368,                0.99603,                0.99767,                  0.995,                0.97927,                0.24027,                0.21329,                0.78854,              0.0016592,              0.0016592,              0.0016592
                    339,                0.46446,                0.46191,                 0.9085,                0.99611,                      1,                  0.995,                0.98153,                 0.2271,                0.21299,                0.78691,              0.0016345,              0.0016345,              0.0016345
                    340,                 0.3754,                0.42937,                0.87214,                0.99661,                      1,                  0.995,                0.97926,                0.22804,                0.21528,                 0.7869,              0.0016097,              0.0016097,              0.0016097
                    341,                  0.388,                0.43216,                0.89475,                 0.9972,                      1,                  0.995,                0.97867,                0.23716,                0.21279,                0.78889,               0.001585,               0.001585,               0.001585
                    342,                0.38401,                0.45182,                0.89962,                0.99679,                      1,                  0.995,                0.98296,                0.23242,                0.21358,                0.78816,              0.0015602,              0.0015602,              0.0015602
                    343,                0.43815,                0.42886,                0.95425,                0.99697,                      1,                  0.995,                 0.9828,                0.22637,                0.20954,                 0.7875,              0.0015355,              0.0015355,              0.0015355
                    344,                0.34426,                0.40152,                0.85307,                0.99707,                      1,                  0.995,                0.98418,                0.23576,                0.21219,                0.78812,              0.0015107,              0.0015107,              0.0015107
                    345,                0.39631,                0.44565,                0.89387,                0.99678,                      1,                  0.995,                0.98258,                0.23525,                0.21231,                0.78821,               0.001486,               0.001486,               0.001486
                    346,                0.37262,                0.47664,                0.88015,                0.99709,                      1,                  0.995,                0.98484,                0.22902,                0.20995,                0.78853,              0.0014612,              0.0014612,              0.0014612
                    347,                0.34862,                 0.4051,                0.84967,                0.99706,                      1,                  0.995,                0.98228,                0.22824,                0.21116,                0.78734,              0.0014365,              0.0014365,              0.0014365
                    348,                0.40214,                0.41393,                0.87827,                0.99704,                      1,                  0.995,                0.98432,                0.22751,                0.20858,                0.78711,              0.0014117,              0.0014117,              0.0014117
                    349,                0.39501,                0.46259,                0.88143,                0.99685,                      1,                  0.995,                0.98202,                0.22403,                0.20676,                0.78638,               0.001387,               0.001387,               0.001387
                    350,                0.37544,                0.41887,                0.87023,                0.99665,                      1,                  0.995,                0.97837,                0.22801,                0.21177,                 0.7867,              0.0013622,              0.0013622,              0.0013622
                    351,                0.35041,                0.42921,                0.84683,                0.99653,                      1,                  0.995,                0.98149,                0.22483,                0.21433,                0.78647,              0.0013375,              0.0013375,              0.0013375
                    352,                0.43399,                0.43849,                0.90364,                0.99658,                      1,                  0.995,                0.98525,                0.22322,                0.21384,                0.78669,              0.0013128,              0.0013128,              0.0013128
                    353,                 0.3556,                0.38874,                0.86502,                 0.9966,                      1,                  0.995,                0.98341,                0.22581,                0.21496,                0.78687,               0.001288,               0.001288,               0.001288
                    354,                 0.3951,                0.47214,                0.87399,                0.99658,                      1,                  0.995,                0.98031,                0.22597,                 0.2136,                0.78597,              0.0012633,              0.0012633,              0.0012633
                    355,                0.34835,                0.43019,                0.84508,                 0.9965,                      1,                  0.995,                 0.9812,                0.22739,                0.20968,                0.78649,              0.0012385,              0.0012385,              0.0012385
                    356,                0.36268,                0.41244,                0.85485,                 0.9965,                      1,                  0.995,                0.98366,                 0.2268,                0.20653,                0.78716,              0.0012138,              0.0012138,              0.0012138
                    357,                0.34124,                0.37695,                0.85826,                 0.9967,                      1,                  0.995,                0.98417,                0.22646,                0.20467,                0.78702,               0.001189,               0.001189,               0.001189
                    358,                0.38259,                0.38001,                0.87885,                0.99694,                      1,                  0.995,                0.98444,                 0.2306,                0.20609,                0.78726,              0.0011643,              0.0011643,              0.0011643
                    359,                 0.3602,                0.49608,                0.87912,                0.99738,                      1,                  0.995,                0.98258,                0.23025,                0.20626,                0.78752,              0.0011395,              0.0011395,              0.0011395
                    360,                0.38122,                0.45742,                 0.8616,                0.99749,                      1,                  0.995,                  0.984,                0.22842,                0.20556,                 0.7878,              0.0011148,              0.0011148,              0.0011148
                    361,                0.38762,                0.41349,                0.86424,                0.99722,                      1,                  0.995,                0.98455,                0.23052,                0.21382,                0.78779,                0.00109,                0.00109,                0.00109
                    362,                0.34486,                0.46284,                0.90192,                0.99692,                      1,                  0.995,                0.98528,                0.22643,                0.21027,                0.78781,              0.0010653,              0.0010653,              0.0010653
                    363,                0.38225,                0.40871,                0.87878,                0.99652,                      1,                  0.995,                0.98511,                0.22312,                0.20866,                0.78704,              0.0010405,              0.0010405,              0.0010405
                    364,                 0.3493,                0.37028,                0.88012,                 0.9966,                      1,                  0.995,                0.98467,                0.22498,                 0.2069,                0.78683,              0.0010158,              0.0010158,              0.0010158
                    365,                0.33578,                0.36548,                 0.8485,                0.99646,                      1,                  0.995,                0.98298,                0.21898,                0.20813,                0.78498,               0.000991,               0.000991,               0.000991
                    366,                 0.3367,                 0.3753,                0.85136,                0.99615,                      1,                  0.995,                0.98456,                0.21741,                0.20435,                0.78427,             0.00096625,             0.00096625,             0.00096625
                    367,                0.34813,                0.43022,                0.87676,                0.99613,                      1,                  0.995,                0.98421,                0.21557,                0.20628,                0.78329,              0.0009415,              0.0009415,              0.0009415
                    368,                0.33957,                0.41231,                0.86187,                0.99616,                      1,                  0.995,                0.98265,                0.21507,                0.20207,                 0.7828,             0.00091675,             0.00091675,             0.00091675
                    369,                 0.3801,                0.40516,                0.86517,                0.99621,                      1,                  0.995,                0.98389,                0.21633,                0.19996,                0.78279,               0.000892,               0.000892,               0.000892
                    370,                0.38341,                0.41548,                0.86052,                0.99633,                      1,                  0.995,                0.98293,                0.21734,                0.20705,                0.78239,             0.00086725,             0.00086725,             0.00086725
                    371,                0.32373,                0.38112,                0.84048,                0.99646,                      1,                  0.995,                0.98419,                0.21987,                0.20621,                0.78326,              0.0008425,              0.0008425,              0.0008425
                    372,                0.36582,                0.39297,                0.86097,                0.99653,                      1,                  0.995,                0.98419,                 0.2218,                 0.2093,                0.78316,             0.00081775,             0.00081775,             0.00081775
                    373,                0.36119,                0.37461,                0.87226,                 0.9967,                      1,                  0.995,                0.98357,                0.22531,                0.20578,                0.78338,               0.000793,               0.000793,               0.000793
                    374,                0.37708,                0.41661,                0.87104,                0.99679,                      1,                  0.995,                0.98349,                0.22771,                0.20836,                 0.7838,             0.00076825,             0.00076825,             0.00076825
                    375,                0.34179,                0.44201,                 0.8727,                 0.9969,                      1,                  0.995,                0.98414,                0.22593,                0.20651,                0.78447,              0.0007435,              0.0007435,              0.0007435
                    376,                0.40889,                0.41613,                0.90094,                0.99697,                      1,                  0.995,                 0.9847,                0.22571,                0.20762,                0.78455,             0.00071875,             0.00071875,             0.00071875
                    377,                0.35542,                0.39336,                 0.8533,                0.99732,                      1,                  0.995,                0.98544,                0.22527,                0.20798,                0.78478,               0.000694,               0.000694,               0.000694
                    378,                0.35388,                0.37737,                0.88069,                0.99741,                      1,                  0.995,                0.98539,                0.21321,                0.20082,                0.78326,             0.00066925,             0.00066925,             0.00066925
                    379,                0.36847,                0.37961,                0.87101,                0.99729,                      1,                  0.995,                0.98579,                0.20827,                0.19922,                0.78249,              0.0006445,              0.0006445,              0.0006445
                    380,                0.39677,                0.49403,                0.88946,                0.99724,                      1,                  0.995,                 0.9857,                0.20797,                0.19962,                0.78228,             0.00061975,             0.00061975,             0.00061975
                    381,                0.32556,                0.37118,                0.84004,                0.99723,                      1,                  0.995,                0.98612,                0.21163,                0.20296,                0.78231,               0.000595,               0.000595,               0.000595
                    382,                0.39898,                0.47372,                0.91167,                0.99726,                      1,                  0.995,                0.98538,                0.21402,                0.20186,                0.78268,             0.00057025,             0.00057025,             0.00057025
                    383,                0.30964,                0.36465,                0.83963,                0.99718,                      1,                  0.995,                0.98546,                0.20914,                0.19752,                0.78213,              0.0005455,              0.0005455,              0.0005455
                    384,                 0.3247,                0.43682,                0.85343,                0.99713,                      1,                  0.995,                0.98706,                0.20093,                0.19534,                0.78087,             0.00052075,             0.00052075,             0.00052075
                    385,                  0.339,                0.37573,                0.84487,                0.99689,                      1,                  0.995,                0.98719,                0.19644,                0.19627,                0.77977,               0.000496,               0.000496,               0.000496
                    386,                0.37214,                 0.4397,                0.88924,                0.99687,                      1,                  0.995,                0.98669,                 0.1965,                0.19122,                0.77895,             0.00047125,             0.00047125,             0.00047125
                    387,                0.41628,                0.42993,                 0.9176,                0.99706,                      1,                  0.995,                0.98707,                0.19373,                0.18941,                0.77839,              0.0004465,              0.0004465,              0.0004465
                    388,                0.34296,                0.39603,                0.85186,                 0.9971,                      1,                  0.995,                0.98711,                0.19082,                0.18967,                0.77804,             0.00042175,             0.00042175,             0.00042175
                    389,                0.36324,                0.38943,                0.87712,                0.99719,                      1,                  0.995,                0.98612,                0.19145,                0.19203,                0.77789,               0.000397,               0.000397,               0.000397
                    390,                 0.2933,                0.39486,                0.81825,                0.99725,                      1,                  0.995,                 0.9864,                0.19384,                0.19543,                0.77818,             0.00037225,             0.00037225,             0.00037225
                    391,                0.27779,                0.39314,                0.81188,                0.99736,                      1,                  0.995,                0.98657,                0.19687,                0.19787,                0.77875,              0.0003475,              0.0003475,              0.0003475
                    392,                0.30228,                0.42639,                0.79669,                0.99733,                      1,                  0.995,                0.98505,                0.20018,                0.20145,                0.77922,             0.00032275,             0.00032275,             0.00032275
                    393,                  0.301,                0.44607,                0.80326,                 0.9972,                      1,                  0.995,                0.98486,                0.20674,                0.20199,                0.78014,               0.000298,               0.000298,               0.000298
                    394,                0.25381,                0.40103,                0.80745,                  0.997,                      1,                  0.995,                0.98337,                0.21234,                 0.2038,                0.78144,             0.00027325,             0.00027325,             0.00027325
                    395,                0.31543,                0.48562,                0.85345,                0.99701,                      1,                  0.995,                0.98391,                0.21312,                0.20219,                0.78172,              0.0002485,              0.0002485,              0.0002485
                    396,                0.29591,                0.43703,                0.79864,                0.99696,                      1,                  0.995,                0.98388,                0.21183,                0.20121,                0.78185,             0.00022375,             0.00022375,             0.00022375
                    397,                0.27643,                0.40886,                0.81218,                0.99693,                      1,                  0.995,                0.98472,                0.20919,                0.19982,                0.78171,               0.000199,               0.000199,               0.000199
                    398,                0.26815,                0.38555,                0.81628,                0.99685,                      1,                  0.995,                0.98406,                0.20595,                0.20231,                0.78166,             0.00017425,             0.00017425,             0.00017425
                    399,                 0.2511,                0.38278,                0.78722,                0.99688,                      1,                  0.995,                0.98406,                0.20511,                0.20143,                0.78147,              0.0001495,              0.0001495,              0.0001495
